component_id,production_id,part_id,qty_consumed,unit_cost,category,component_cost
CMP-0044164,PRD-009830,P0152,52,202.73,Hydraulics,10541.96
CMP-0044165,PRD-009830,P0191,39,299.14,Structural,11666.46
CMP-0044166,PRD-009831,P0039,72,660.99,Engine Components,47591.28
CMP-0044167,PRD-009831,P0029,36,17.87,Engine Components,643.32
CMP-0044168,PRD-009831,P0104,36,612.93,Electrical,22065.48
CMP-0044169,PRD-009831,P0135,54,191.43,Electrical,10337.22
CMP-0044170,PRD-009832,P0138,18,650.75,Hydraulics,11713.5
CMP-0044171,PRD-009832,P0146,18,748.41,Hydraulics,13471.38
CMP-0044172,PRD-009832,P0056,18,389.36,Brake Systems,7008.48
CMP-0044173,PRD-009832,P0185,18,544.26,Structural,9796.68
CMP-0044174,PRD-009832,P0093,12,320.93,Brake Systems,3851.16
CMP-0044175,PRD-009832,P0199,6,155.16,Structural,930.96
CMP-0044176,PRD-009833,P0234,17,674.48,Cooling System,11466.16
CMP-0044177,PRD-009833,P0299,51,886.23,Fuel System,45197.73
CMP-0044178,PRD-009833,P0034,17,792.67,Engine Components,13475.39
CMP-0044179,PRD-009833,P0236,68,614.82,Cooling System,41807.76
CMP-0044180,PRD-009833,P0051,51,261.51,Engine Components,13337.01
CMP-0044181,PRD-009834,P0206,24,657.56,Structural,15781.44
CMP-0044182,PRD-009834,P0191,16,299.14,Structural,4786.24
CMP-0044183,PRD-009834,P0134,16,75.73,Electrical,1211.68
CMP-0044184,PRD-009835,P0095,78,400.91,Electrical,31270.98
CMP-0044185,PRD-009835,P0013,78,104.39,Engine Components,8142.42
CMP-0044186,PRD-009835,P0111,78,679.6,Electrical,53008.8
CMP-0044187,PRD-009835,P0036,117,445.1,Engine Components,52076.7
CMP-0044188,PRD-009835,P0016,117,660.28,Engine Components,77252.76
CMP-0044189,PRD-009836,P0054,8,374.68,Brake Systems,2997.44
CMP-0044190,PRD-009836,P0154,24,854.04,Hydraulics,20496.96
CMP-0044191,PRD-009836,P0196,16,566.03,Structural,9056.48
CMP-0044192,PRD-009836,P0057,8,445.7,Brake Systems,3565.6
CMP-0044193,PRD-009837,P0132,13,680.53,Electrical,8846.89
CMP-0044194,PRD-009837,P0020,39,595.06,Engine Components,23207.34
CMP-0044195,PRD-009837,P0220,39,94.99,Cooling System,3704.61
CMP-0044196,PRD-009838,P0207,2,780.76,Structural,1561.52
CMP-0044197,PRD-009838,P0178,8,637.14,Structural,5097.12
CMP-0044198,PRD-009838,P0120,2,148.49,Electrical,296.98
CMP-0044199,PRD-009838,P0114,8,426.21,Electrical,3409.68
CMP-0044200,PRD-009838,P0187,6,856.45,Structural,5138.7
CMP-0044201,PRD-009838,P0208,2,503.45,Structural,1006.9
CMP-0044202,PRD-009839,P0168,57,847.84,Hydraulics,48326.88
CMP-0044203,PRD-009839,P0087,57,191.62,Brake Systems,10922.34
CMP-0044204,PRD-009839,P0153,57,542.6,Hydraulics,30928.2
CMP-0044205,PRD-009839,P0181,38,146.86,Structural,5580.68
CMP-0044206,PRD-009839,P0056,57,389.36,Brake Systems,22193.52
CMP-0044207,PRD-009840,P0115,2,855.79,Electrical,1711.58
CMP-0044208,PRD-009840,P0117,8,680.32,Electrical,5442.56
CMP-0044209,PRD-009840,P0164,6,173.81,Hydraulics,1042.86
CMP-0044210,PRD-009840,P0130,8,782.16,Electrical,6257.28
CMP-0044211,PRD-009840,P0096,8,651.7,Electrical,5213.6
CMP-0044212,PRD-009841,P0188,8,50.61,Structural,404.88
CMP-0044213,PRD-009841,P0059,6,532.0,Brake Systems,3192.0
CMP-0044214,PRD-009841,P0189,6,406.37,Structural,2438.22
CMP-0044215,PRD-009841,P0269,2,658.61,Suspension,1317.22
CMP-0044216,PRD-009841,P0053,4,872.56,Brake Systems,3490.24
CMP-0044217,PRD-009841,P0081,8,810.55,Brake Systems,6484.4
CMP-0044218,PRD-009842,P0099,16,605.2,Electrical,9683.2
CMP-0044219,PRD-009842,P0135,32,191.43,Electrical,6125.76
CMP-0044220,PRD-009842,P0109,24,572.34,Electrical,13736.16
CMP-0044221,PRD-009842,P0197,16,501.06,Structural,8016.96
CMP-0044222,PRD-009842,P0180,8,841.3,Structural,6730.4
CMP-0044223,PRD-009842,P0215,16,81.22,Structural,1299.52
CMP-0044224,PRD-009843,P0236,54,614.82,Cooling System,33200.28
CMP-0044225,PRD-009843,P0104,27,612.93,Electrical,16549.11
CMP-0044226,PRD-009843,P0109,27,572.34,Electrical,15453.18
CMP-0044227,PRD-009843,P0189,27,406.37,Structural,10971.99
CMP-0044228,PRD-009844,P0122,112,70.11,Electrical,7852.32
CMP-0044229,PRD-009844,P0099,84,605.2,Electrical,50836.8
CMP-0044230,PRD-009844,P0093,28,320.93,Brake Systems,8986.04
CMP-0044231,PRD-009844,P0078,56,639.52,Brake Systems,35813.12
CMP-0044232,PRD-009844,P0119,112,222.53,Electrical,24923.36
CMP-0044233,PRD-009845,P0215,36,81.22,Structural,2923.92
CMP-0044234,PRD-009845,P0170,24,732.86,Hydraulics,17588.64
CMP-0044235,PRD-009845,P0123,36,773.21,Electrical,27835.56
CMP-0044236,PRD-009846,P0128,28,127.95,Electrical,3582.6
CMP-0044237,PRD-009846,P0100,84,127.65,Electrical,10722.6
CMP-0044238,PRD-009846,P0109,112,572.34,Electrical,64102.08
CMP-0044239,PRD-009846,P0229,84,580.46,Cooling System,48758.64
CMP-0044240,PRD-009847,P0229,30,580.46,Cooling System,17413.8
CMP-0044241,PRD-009847,P0252,10,222.8,Cooling System,2228.0
CMP-0044242,PRD-009847,P0199,10,155.16,Structural,1551.6
CMP-0044243,PRD-009847,P0221,10,787.23,Cooling System,7872.3
CMP-0044244,PRD-009848,P0081,100,810.55,Brake Systems,81055.0
CMP-0044245,PRD-009848,P0062,25,848.31,Brake Systems,21207.75
CMP-0044246,PRD-009848,P0058,25,666.13,Brake Systems,16653.25
CMP-0044247,PRD-009848,P0205,25,841.81,Structural,21045.25
CMP-0044248,PRD-009849,P0167,19,430.42,Hydraulics,8177.98
CMP-0044249,PRD-009849,P0134,38,75.73,Electrical,2877.74
CMP-0044250,PRD-009849,P0156,19,449.38,Hydraulics,8538.22
CMP-0044251,PRD-009849,P0060,19,65.34,Brake Systems,1241.46
CMP-0044252,PRD-009850,P0104,6,612.93,Electrical,3677.58
CMP-0044253,PRD-009850,P0130,6,782.16,Electrical,4692.96
CMP-0044254,PRD-009850,P0171,8,508.89,Hydraulics,4071.12
CMP-0044255,PRD-009850,P0146,4,748.41,Hydraulics,2993.64
CMP-0044256,PRD-009850,P0170,4,732.86,Hydraulics,2931.44
CMP-0044257,PRD-009851,P0033,104,15.51,Engine Components,1613.04
CMP-0044258,PRD-009851,P0124,104,849.33,Electrical,88330.32
CMP-0044259,PRD-009851,P0117,104,680.32,Electrical,70753.28
CMP-0044260,PRD-009851,P0042,104,535.77,Engine Components,55720.08
CMP-0044261,PRD-009851,P0125,26,676.55,Electrical,17590.3
CMP-0044262,PRD-009851,P0226,104,141.66,Cooling System,14732.64
CMP-0044263,PRD-009852,P0088,46,718.88,Brake Systems,33068.48
CMP-0044264,PRD-009852,P0104,23,612.93,Electrical,14097.39
CMP-0044265,PRD-009852,P0164,69,173.81,Hydraulics,11992.89
CMP-0044266,PRD-009852,P0142,46,698.65,Hydraulics,32137.9
CMP-0044267,PRD-009852,P0054,46,374.68,Brake Systems,17235.28
CMP-0044268,PRD-009852,P0071,69,21.92,Brake Systems,1512.48
CMP-0044269,PRD-009853,P0192,56,628.9,Structural,35218.4
CMP-0044270,PRD-009853,P0074,56,195.18,Brake Systems,10930.08
CMP-0044271,PRD-009853,P0089,28,367.64,Brake Systems,10293.92
CMP-0044272,PRD-009853,P0170,56,732.86,Hydraulics,41040.16
CMP-0044273,PRD-009854,P0163,38,882.75,Hydraulics,33544.5
CMP-0044274,PRD-009854,P0154,76,854.04,Hydraulics,64907.04
CMP-0044275,PRD-009854,P0109,76,572.34,Electrical,43497.84
CMP-0044276,PRD-009854,P0129,19,514.49,Electrical,9775.31
CMP-0044277,PRD-009855,P0123,36,773.21,Electrical,27835.56
CMP-0044278,PRD-009855,P0128,72,127.95,Electrical,9212.4
CMP-0044279,PRD-009855,P0212,72,868.87,Structural,62558.64
CMP-0044280,PRD-009855,P0176,36,81.43,Structural,2931.48
CMP-0044281,PRD-009855,P0119,18,222.53,Electrical,4005.54
CMP-0044282,PRD-009856,P0144,14,76.03,Hydraulics,1064.42
CMP-0044283,PRD-009856,P0069,28,231.19,Brake Systems,6473.32
CMP-0044284,PRD-009856,P0168,14,847.84,Hydraulics,11869.76
CMP-0044285,PRD-009856,P0093,21,320.93,Brake Systems,6739.53
CMP-0044286,PRD-009856,P0136,7,607.47,Hydraulics,4252.29
CMP-0044287,PRD-009856,P0170,14,732.86,Hydraulics,10260.04
CMP-0044288,PRD-009857,P0274,57,352.1,Suspension,20069.7
CMP-0044289,PRD-009857,P0167,57,430.42,Hydraulics,24533.94
CMP-0044290,PRD-009857,P0161,38,625.79,Hydraulics,23780.02
CMP-0044291,PRD-009858,P0133,20,32.15,Electrical,643.0
CMP-0044292,PRD-009858,P0124,20,849.33,Electrical,16986.6
CMP-0044293,PRD-009858,P0141,40,539.01,Hydraulics,21560.4
CMP-0044294,PRD-009858,P0192,80,628.9,Structural,50312.0
CMP-0044295,PRD-009858,P0158,20,504.82,Hydraulics,10096.4
CMP-0044296,PRD-009858,P0113,20,235.54,Electrical,4710.8
CMP-0044297,PRD-009859,P0171,74,508.89,Hydraulics,37657.86
CMP-0044298,PRD-009859,P0159,74,326.35,Hydraulics,24149.9
CMP-0044299,PRD-009859,P0211,74,889.75,Structural,65841.5
CMP-0044300,PRD-009859,P0210,74,53.63,Structural,3968.62
CMP-0044301,PRD-009860,P0241,63,823.44,Cooling System,51876.72
CMP-0044302,PRD-009860,P0026,63,896.57,Engine Components,56483.91
CMP-0044303,PRD-009860,P0113,21,235.54,Electrical,4946.34
CMP-0044304,PRD-009861,P0158,48,504.82,Hydraulics,24231.36
CMP-0044305,PRD-009861,P0147,48,476.75,Hydraulics,22884.0
CMP-0044306,PRD-009861,P0067,48,564.73,Brake Systems,27107.04
CMP-0044307,PRD-009861,P0074,24,195.18,Brake Systems,4684.32
CMP-0044308,PRD-009862,P0045,18,132.1,Engine Components,2377.8
CMP-0044309,PRD-009862,P0297,72,320.48,Fuel System,23074.56
CMP-0044310,PRD-009862,P0298,54,445.67,Fuel System,24066.18
CMP-0044311,PRD-009862,P0032,54,689.82,Engine Components,37250.28
CMP-0044312,PRD-009863,P0062,75,848.31,Brake Systems,63623.25
CMP-0044313,PRD-009863,P0266,75,169.21,Suspension,12690.75
CMP-0044314,PRD-009863,P0068,100,203.64,Brake Systems,20364.0
CMP-0044315,PRD-009863,P0205,25,841.81,Structural,21045.25
CMP-0044316,PRD-009863,P0271,75,392.25,Suspension,29418.75
CMP-0044317,PRD-009864,P0044,144,470.03,Engine Components,67684.32
CMP-0044318,PRD-009864,P0135,144,191.43,Electrical,27565.92
CMP-0044319,PRD-009864,P0116,108,750.05,Electrical,81005.4
CMP-0044320,PRD-009865,P0057,16,445.7,Brake Systems,7131.2
CMP-0044321,PRD-009865,P0139,16,527.14,Hydraulics,8434.24
CMP-0044322,PRD-009865,P0165,8,877.25,Hydraulics,7018.0
CMP-0044323,PRD-009865,P0124,16,849.33,Electrical,13589.28
CMP-0044324,PRD-009865,P0081,8,810.55,Brake Systems,6484.4
CMP-0044325,PRD-009866,P0172,51,701.49,Hydraulics,35775.99
CMP-0044326,PRD-009866,P0197,17,501.06,Structural,8518.02
CMP-0044327,PRD-009866,P0271,17,392.25,Suspension,6668.25
CMP-0044328,PRD-009866,P0153,51,542.6,Hydraulics,27672.6
CMP-0044329,PRD-009867,P0200,28,213.86,Structural,5988.08
CMP-0044330,PRD-009867,P0192,28,628.9,Structural,17609.2
CMP-0044331,PRD-009867,P0263,56,774.69,Suspension,43382.64
CMP-0044332,PRD-009867,P0150,42,413.96,Hydraulics,17386.32
CMP-0044333,PRD-009867,P0177,14,430.87,Structural,6032.18
CMP-0044334,PRD-009868,P0115,6,855.79,Electrical,5134.74
CMP-0044335,PRD-009868,P0097,12,396.7,Electrical,4760.4
CMP-0044336,PRD-009868,P0211,12,889.75,Structural,10677.0
CMP-0044337,PRD-009868,P0126,24,209.19,Electrical,5020.56
CMP-0044338,PRD-009869,P0294,70,90.19,Fuel System,6313.3
CMP-0044339,PRD-009869,P0248,70,432.26,Cooling System,30258.2
CMP-0044340,PRD-009869,P0105,35,90.04,Electrical,3151.4
CMP-0044341,PRD-009869,P0046,35,230.05,Engine Components,8051.75
CMP-0044342,PRD-009869,P0287,140,511.45,Fuel System,71603.0
CMP-0044343,PRD-009870,P0124,16,849.33,Electrical,13589.28
CMP-0044344,PRD-009870,P0230,32,282.38,Cooling System,9036.16
CMP-0044345,PRD-009870,P0025,48,715.99,Engine Components,34367.52
CMP-0044346,PRD-009871,P0244,8,611.85,Cooling System,4894.8
CMP-0044347,PRD-009871,P0101,2,813.98,Electrical,1627.96
CMP-0044348,PRD-009871,P0108,2,555.98,Electrical,1111.96
CMP-0044349,PRD-009871,P0183,2,270.42,Structural,540.84
CMP-0044350,PRD-009871,P0223,4,346.73,Cooling System,1386.92
CMP-0044351,PRD-009872,P0099,72,605.2,Electrical,43574.4
CMP-0044352,PRD-009872,P0113,144,235.54,Electrical,33917.76
CMP-0044353,PRD-009872,P0188,144,50.61,Structural,7287.84
CMP-0044354,PRD-009872,P0205,36,841.81,Structural,30305.16
CMP-0044355,PRD-009872,P0177,72,430.87,Structural,31022.64
CMP-0044356,PRD-009872,P0105,108,90.04,Electrical,9724.32
CMP-0044357,PRD-009873,P0162,52,656.26,Hydraulics,34125.52
CMP-0044358,PRD-009873,P0212,78,868.87,Structural,67771.86
CMP-0044359,PRD-009873,P0274,104,352.1,Suspension,36618.4
CMP-0044360,PRD-009873,P0178,52,637.14,Structural,33131.28
CMP-0044361,PRD-009874,P0107,6,728.81,Electrical,4372.86
CMP-0044362,PRD-009874,P0199,2,155.16,Structural,310.32
CMP-0044363,PRD-009874,P0200,4,213.86,Structural,855.44
CMP-0044364,PRD-009874,P0187,6,856.45,Structural,5138.7
CMP-0044365,PRD-009874,P0123,4,773.21,Electrical,3092.84
CMP-0044366,PRD-009874,P0179,8,249.13,Structural,1993.04
CMP-0044367,PRD-009875,P0046,80,230.05,Engine Components,18404.0
CMP-0044368,PRD-009875,P0019,60,201.72,Engine Components,12103.2
CMP-0044369,PRD-009875,P0135,20,191.43,Electrical,3828.6
CMP-0044370,PRD-009875,P0120,80,148.49,Electrical,11879.2
CMP-0044371,PRD-009875,P0037,20,126.3,Engine Components,2526.0
CMP-0044372,PRD-009875,P0041,60,213.86,Engine Components,12831.6
CMP-0044373,PRD-009876,P0220,6,94.99,Cooling System,569.94
CMP-0044374,PRD-009876,P0011,3,777.61,Engine Components,2332.83
CMP-0044375,PRD-009876,P0306,12,373.45,Fuel System,4481.4
CMP-0044376,PRD-009877,P0294,92,90.19,Fuel System,8297.48
CMP-0044377,PRD-009877,P0244,46,611.85,Cooling System,28145.1
CMP-0044378,PRD-009877,P0233,92,22.17,Cooling System,2039.64
CMP-0044379,PRD-009877,P0047,23,100.78,Engine Components,2317.94
CMP-0044380,PRD-009877,P0231,69,224.93,Cooling System,15520.17
CMP-0044381,PRD-009878,P0108,22,555.98,Electrical,12231.56
CMP-0044382,PRD-009878,P0132,44,680.53,Electrical,29943.32
CMP-0044383,PRD-009878,P0109,22,572.34,Electrical,12591.48
CMP-0044384,PRD-009878,P0187,88,856.45,Structural,75367.6
CMP-0044385,PRD-009878,P0103,22,528.29,Electrical,11622.38
CMP-0044386,PRD-009878,P0198,22,122.46,Structural,2694.12
CMP-0044387,PRD-009879,P0249,13,554.92,Cooling System,7213.96
CMP-0044388,PRD-009879,P0107,13,728.81,Electrical,9474.53
CMP-0044389,PRD-009879,P0097,52,396.7,Electrical,20628.4
CMP-0044390,PRD-009880,P0281,84,130.15,Suspension,10932.6
CMP-0044391,PRD-009880,P0202,56,639.29,Structural,35800.24
CMP-0044392,PRD-009880,P0058,56,666.13,Brake Systems,37303.28
CMP-0044393,PRD-009881,P0193,88,417.52,Structural,36741.76
CMP-0044394,PRD-009881,P0213,88,103.82,Structural,9136.16
CMP-0044395,PRD-009881,P0205,44,841.81,Structural,37039.64
CMP-0044396,PRD-009881,P0214,66,419.38,Structural,27679.08
CMP-0044397,PRD-009882,P0295,81,611.46,Fuel System,49528.26
CMP-0044398,PRD-009882,P0301,27,455.19,Fuel System,12290.13
CMP-0044399,PRD-009882,P0311,27,466.31,Fuel System,12590.37
CMP-0044400,PRD-009883,P0105,68,90.04,Electrical,6122.72
CMP-0044401,PRD-009883,P0250,17,635.45,Cooling System,10802.65
CMP-0044402,PRD-009883,P0094,51,355.9,Electrical,18150.9
CMP-0044403,PRD-009883,P0246,34,417.49,Cooling System,14194.66
CMP-0044404,PRD-009883,P0019,34,201.72,Engine Components,6858.48
CMP-0044405,PRD-009884,P0025,76,715.99,Engine Components,54415.24
CMP-0044406,PRD-009884,P0300,38,694.1,Fuel System,26375.8
CMP-0044407,PRD-009884,P0019,76,201.72,Engine Components,15330.72
CMP-0044408,PRD-009884,P0052,19,777.29,Engine Components,14768.51
CMP-0044409,PRD-009885,P0083,4,151.78,Brake Systems,607.12
CMP-0044410,PRD-009885,P0078,8,639.52,Brake Systems,5116.16
CMP-0044411,PRD-009885,P0081,8,810.55,Brake Systems,6484.4
CMP-0044412,PRD-009885,P0141,16,539.01,Hydraulics,8624.16
CMP-0044413,PRD-009886,P0214,48,419.38,Structural,20130.24
CMP-0044414,PRD-009886,P0162,72,656.26,Hydraulics,47250.72
CMP-0044415,PRD-009886,P0077,72,130.78,Brake Systems,9416.16
CMP-0044416,PRD-009886,P0057,48,445.7,Brake Systems,21393.6
CMP-0044417,PRD-009886,P0210,48,53.63,Structural,2574.24
CMP-0044418,PRD-009886,P0091,48,846.22,Brake Systems,40618.56
CMP-0044419,PRD-009887,P0041,92,213.86,Engine Components,19675.12
CMP-0044420,PRD-009887,P0098,92,765.49,Electrical,70425.08
CMP-0044421,PRD-009887,P0129,23,514.49,Electrical,11833.27
CMP-0044422,PRD-009888,P0020,25,595.06,Engine Components,14876.5
CMP-0044423,PRD-009888,P0229,75,580.46,Cooling System,43534.5
CMP-0044424,PRD-009888,P0112,75,726.64,Electrical,54498.0
CMP-0044425,PRD-009889,P0235,72,724.71,Cooling System,52179.12
CMP-0044426,PRD-009889,P0010,48,84.74,Engine Components,4067.52
CMP-0044427,PRD-009889,P0101,72,813.98,Electrical,58606.56
CMP-0044428,PRD-009889,P0039,96,660.99,Engine Components,63455.04
CMP-0044429,PRD-009889,P0016,96,660.28,Engine Components,63386.88
CMP-0044430,PRD-009890,P0158,46,504.82,Hydraulics,23221.72
CMP-0044431,PRD-009890,P0094,46,355.9,Electrical,16371.4
CMP-0044432,PRD-009890,P0057,69,445.7,Brake Systems,30753.3
CMP-0044433,PRD-009891,P0125,60,676.55,Electrical,40593.0
CMP-0044434,PRD-009891,P0111,20,679.6,Electrical,13592.0
CMP-0044435,PRD-009891,P0249,80,554.92,Cooling System,44393.6
CMP-0044436,PRD-009891,P0227,20,605.15,Cooling System,12103.0
CMP-0044437,PRD-009892,P0213,32,103.82,Structural,3322.24
CMP-0044438,PRD-009892,P0204,48,793.2,Structural,38073.6
CMP-0044439,PRD-009892,P0260,32,711.31,Suspension,22761.92
CMP-0044440,PRD-009892,P0200,48,213.86,Structural,10265.28
CMP-0044441,PRD-009892,P0273,48,258.39,Suspension,12402.72
CMP-0044442,PRD-009892,P0280,16,751.12,Suspension,12017.92
CMP-0044443,PRD-009893,P0108,26,555.98,Electrical,14455.48
CMP-0044444,PRD-009893,P0114,39,426.21,Electrical,16622.19
CMP-0044445,PRD-009893,P0213,39,103.82,Structural,4048.98
CMP-0044446,PRD-009893,P0248,26,432.26,Cooling System,11238.76
CMP-0044447,PRD-009893,P0235,52,724.71,Cooling System,37684.92
CMP-0044448,PRD-009894,P0180,16,841.3,Structural,13460.8
CMP-0044449,PRD-009894,P0100,32,127.65,Electrical,4084.8
CMP-0044450,PRD-009894,P0244,48,611.85,Cooling System,29368.8
CMP-0044451,PRD-009894,P0177,16,430.87,Structural,6893.92
CMP-0044452,PRD-009894,P0133,64,32.15,Electrical,2057.6
CMP-0044453,PRD-009895,P0041,13,213.86,Engine Components,2780.18
CMP-0044454,PRD-009895,P0294,13,90.19,Fuel System,1172.47
CMP-0044455,PRD-009895,P0051,13,261.51,Engine Components,3399.63
CMP-0044456,PRD-009895,P0032,39,689.82,Engine Components,26902.98
CMP-0044457,PRD-009896,P0178,72,637.14,Structural,45874.08
CMP-0044458,PRD-009896,P0176,96,81.43,Structural,7817.28
CMP-0044459,PRD-009896,P0142,96,698.65,Hydraulics,67070.4
CMP-0044460,PRD-009896,P0168,48,847.84,Hydraulics,40696.32
CMP-0044461,PRD-009896,P0189,96,406.37,Structural,39011.52
CMP-0044462,PRD-009896,P0280,72,751.12,Suspension,54080.64
CMP-0044463,PRD-009897,P0191,34,299.14,Structural,10170.76
CMP-0044464,PRD-009897,P0098,17,765.49,Electrical,13013.33
CMP-0044465,PRD-009897,P0106,51,97.65,Electrical,4980.15
CMP-0044466,PRD-009897,P0198,68,122.46,Structural,8327.28
CMP-0044467,PRD-009898,P0153,93,542.6,Hydraulics,50461.8
CMP-0044468,PRD-009898,P0164,124,173.81,Hydraulics,21552.44
CMP-0044469,PRD-009898,P0121,93,71.84,Electrical,6681.12
CMP-0044470,PRD-009899,P0296,60,552.26,Fuel System,33135.6
CMP-0044471,PRD-009899,P0040,60,345.48,Engine Components,20728.8
CMP-0044472,PRD-009899,P0051,120,261.51,Engine Components,31381.2
CMP-0044473,PRD-009900,P0127,75,616.04,Electrical,46203.0
CMP-0044474,PRD-009900,P0227,25,605.15,Cooling System,15128.75
CMP-0044475,PRD-009900,P0123,25,773.21,Electrical,19330.25
CMP-0044476,PRD-009901,P0237,160,136.05,Cooling System,21768.0
CMP-0044477,PRD-009901,P0134,40,75.73,Electrical,3029.2
CMP-0044478,PRD-009901,P0010,80,84.74,Engine Components,6779.2
CMP-0044479,PRD-009901,P0095,80,400.91,Electrical,32072.8
CMP-0044480,PRD-009901,P0018,80,742.3,Engine Components,59384.0
CMP-0044481,PRD-009902,P0130,76,782.16,Electrical,59444.16
CMP-0044482,PRD-009902,P0112,38,726.64,Electrical,27612.32
CMP-0044483,PRD-009902,P0306,19,373.45,Fuel System,7095.55
CMP-0044484,PRD-009902,P0003,57,388.4,Engine Components,22138.8
CMP-0044485,PRD-009903,P0177,30,430.87,Structural,12926.1
CMP-0044486,PRD-009903,P0263,30,774.69,Suspension,23240.7
CMP-0044487,PRD-009903,P0175,90,201.76,Hydraulics,18158.4
CMP-0044488,PRD-009904,P0187,69,856.45,Structural,59095.05
CMP-0044489,PRD-009904,P0208,46,503.45,Structural,23158.7
CMP-0044490,PRD-009904,P0242,46,675.71,Cooling System,31082.66
CMP-0044491,PRD-009905,P0067,30,564.73,Brake Systems,16941.9
CMP-0044492,PRD-009905,P0105,10,90.04,Electrical,900.4
CMP-0044493,PRD-009905,P0099,40,605.2,Electrical,24208.0
CMP-0044494,PRD-009905,P0072,30,845.95,Brake Systems,25378.5
CMP-0044495,PRD-009905,P0103,10,528.29,Electrical,5282.9
CMP-0044496,PRD-009905,P0108,20,555.98,Electrical,11119.6
CMP-0044497,PRD-009906,P0189,20,406.37,Structural,8127.4
CMP-0044498,PRD-009906,P0191,40,299.14,Structural,11965.6
CMP-0044499,PRD-009906,P0154,60,854.04,Hydraulics,51242.4
CMP-0044500,PRD-009907,P0112,20,726.64,Electrical,14532.8
CMP-0044501,PRD-009907,P0128,10,127.95,Electrical,1279.5
CMP-0044502,PRD-009907,P0174,10,554.52,Hydraulics,5545.2
CMP-0044503,PRD-009907,P0055,20,350.39,Brake Systems,7007.8
CMP-0044504,PRD-009908,P0178,18,637.14,Structural,11468.52
CMP-0044505,PRD-009908,P0220,54,94.99,Cooling System,5129.46
CMP-0044506,PRD-009908,P0187,36,856.45,Structural,30832.2
CMP-0044507,PRD-009909,P0274,6,352.1,Suspension,2112.6
CMP-0044508,PRD-009909,P0153,12,542.6,Hydraulics,6511.2
CMP-0044509,PRD-009909,P0170,9,732.86,Hydraulics,6595.74
CMP-0044510,PRD-009909,P0211,6,889.75,Structural,5338.5
CMP-0044511,PRD-009909,P0189,9,406.37,Structural,3657.33
CMP-0044512,PRD-009909,P0194,9,372.69,Structural,3354.21
CMP-0044513,PRD-009910,P0033,54,15.51,Engine Components,837.54
CMP-0044514,PRD-009910,P0098,108,765.49,Electrical,82672.92
CMP-0044515,PRD-009910,P0017,108,624.02,Engine Components,67394.16
CMP-0044516,PRD-009910,P0246,108,417.49,Cooling System,45088.92
CMP-0044517,PRD-009910,P0003,27,388.4,Engine Components,10486.8
CMP-0044518,PRD-009910,P0252,108,222.8,Cooling System,24062.4
CMP-0044519,PRD-009911,P0265,48,332.04,Suspension,15937.92
CMP-0044520,PRD-009911,P0081,32,810.55,Brake Systems,25937.6
CMP-0044521,PRD-009911,P0256,32,342.92,Suspension,10973.44
CMP-0044522,PRD-009911,P0260,64,711.31,Suspension,45523.84
CMP-0044523,PRD-009911,P0264,16,721.68,Suspension,11546.88
CMP-0044524,PRD-009912,P0004,19,547.79,Engine Components,10408.01
CMP-0044525,PRD-009912,P0123,38,773.21,Electrical,29381.98
CMP-0044526,PRD-009912,P0020,57,595.06,Engine Components,33918.42
CMP-0044527,PRD-009912,P0097,57,396.7,Electrical,22611.9
CMP-0044528,PRD-009913,P0050,37,184.56,Engine Components,6828.72
